GAME-ID,DATASET,DATE,TEAM_HT,VENUE_HT,1Q_HT,2Q_HT,3Q_HT,4Q_HT,OT1_HT,OT2_HT,OT3_HT,OT4_HT,OT5_HT,Final_Score_HT,MIN_HT,FG_HT,FGA_HT,3P_HT,3PA_HT,FT_HT,FTA_HT,OR_HT,DR_HT,TOT_HT,A_HT,PF_HT,ST_HT,Total_TO_HT,BL_HT,PTS_HT,POSS_HT,PACE_HT,OEFF_HT,DEFF_HT,Num_Rest_Days_HT,SF_HT,SF2_HT,C_HT,SG2_HT,SG1_HT,OPENING SPREAD_HT,OPENING TOTAL_HT,CLOSING SPREAD_HT,CLOSING TOTAL_HT,MONEYLINE_HT,FT_PCT_HT,FG_PCT_HT,3P_PCT_HT,TS_PCT_HT,PPG_AVG_L6G_HT,PPG_AVG_L5G_HT,PPG_AVG_L4G_HT,PPG_AVG_L3G_HT,PPG_AVG_L2G_HT,PPG_LG_HT,APG_AVG_L6G_HT,APG_AVG_L5G_HT,APG_AVG_L4G_HT,APG_AVG_L3G_HT,APG_AVG_L2G_HT,APG_LG_HT,TOT_AVG_L6G_HT,TOT_AVG_L5G_HT,TOT_AVG_L4G_HT,TOT_AVG_L3G_HT,TOT_AVG_L2G_HT,TOT_LG_HT,ST_AVG_L6G_HT,ST_AVG_L5G_HT,ST_AVG_L4G_HT,ST_AVG_L3G_HT,ST_AVG_L2G_HT,ST_LG_HT,BL_AVG_L6G_HT,BL_AVG_L5G_HT,BL_AVG_L4G_HT,BL_AVG_L3G_HT,BL_AVG_L2G_HT,BL_LG_HT,FG_PCT_L6G_HT,FG_PCT_L5G_HT,FG_PCT_L4G_HT,FG_PCT_L3G_HT,FG_PCT_L2G_HT,FG_PCT_LG_HT,TS_PCT_L6G_HT,TS_PCT_L5G_HT,TS_PCT_L4G_HT,TS_PCT_L3G_HT,TS_PCT_L2G_HT,TS_PCT_LG_HT,3PT_PCT_L6G_HT,3PT_PCT_L5G_HT,3PT_PCT_L4G_HT,3PT_PCT_L3G_HT,3PT_PCT_L2G_HT,3PT_PCT_LG_HT,FT_PCT_L6G_HT,FT_PCT_L5G_HT,FT_PCT_L4G_HT,FT_PCT_L3G_HT,FT_PCT_L2G_HT,FT_PCT_LG_HT,OEFF_L6G_HT,OEFF_L5G_HT,OEFF_L4G_HT,OEFF_L3G_HT,OEFF_L2G_HT,OEFF_LG_HT,DEFF_L6G_HT,DEFF_L5G_HT,DEFF_L4G_HT,DEFF_L3G_HT,DEFF_L2G_HT,DEFF_LG_HT,PACE_L6G_HT,PACE_L5G_HT,PACE_L4G_HT,PACE_L3G_HT,PACE_L2G_HT,PACE_LG_HT,TEAM_RT,VENUE_RT,1Q_RT,2Q_RT,3Q_RT,4Q_RT,OT1_RT,OT2_RT,OT3_RT,OT4_RT,OT5_RT,Final_Score_RT,MIN_RT,FG_RT,FGA_RT,3P_RT,3PA_RT,FT_RT,FTA_RT,OR_RT,DR_RT,TOT_RT,A_RT,PF_RT,ST_RT,Total_TO_RT,BL_RT,PTS_RT,POSS_RT,PACE_RT,OEFF_RT,DEFF_RT,Num_Rest_Days_RT,SF_RT,SF2_RT,C_RT,SG2_RT,SG1_RT,OPENING SPREAD_RT,OPENING TOTAL_RT,CLOSING SPREAD_RT,CLOSING TOTAL_RT,MONEYLINE_RT,FT_PCT_RT,FG_PCT_RT,3P_PCT_RT,TS_PCT_RT,PPG_AVG_L6G_RT,PPG_AVG_L5G_RT,PPG_AVG_L4G_RT,PPG_AVG_L3G_RT,PPG_AVG_L2G_RT,PPG_LG_RT,APG_AVG_L6G_RT,APG_AVG_L5G_RT,APG_AVG_L4G_RT,APG_AVG_L3G_RT,APG_AVG_L2G_RT,APG_LG_RT,TOT_AVG_L6G_RT,TOT_AVG_L5G_RT,TOT_AVG_L4G_RT,TOT_AVG_L3G_RT,TOT_AVG_L2G_RT,TOT_LG_RT,ST_AVG_L6G_RT,ST_AVG_L5G_RT,ST_AVG_L4G_RT,ST_AVG_L3G_RT,ST_AVG_L2G_RT,ST_LG_RT,BL_AVG_L6G_RT,BL_AVG_L5G_RT,BL_AVG_L4G_RT,BL_AVG_L3G_RT,BL_AVG_L2G_RT,BL_LG_RT,FG_PCT_L6G_RT,FG_PCT_L5G_RT,FG_PCT_L4G_RT,FG_PCT_L3G_RT,FG_PCT_L2G_RT,FG_PCT_LG_RT,TS_PCT_L6G_RT,TS_PCT_L5G_RT,TS_PCT_L4G_RT,TS_PCT_L3G_RT,TS_PCT_L2G_RT,TS_PCT_LG_RT,3PT_PCT_L6G_RT,3PT_PCT_L5G_RT,3PT_PCT_L4G_RT,3PT_PCT_L3G_RT,3PT_PCT_L2G_RT,3PT_PCT_LG_RT,FT_PCT_L6G_RT,FT_PCT_L5G_RT,FT_PCT_L4G_RT,FT_PCT_L3G_RT,FT_PCT_L2G_RT,FT_PCT_LG_RT,OEFF_L6G_RT,OEFF_L5G_RT,OEFF_L4G_RT,OEFF_L3G_RT,OEFF_L2G_RT,OEFF_LG_RT,DEFF_L6G_RT,DEFF_L5G_RT,DEFF_L4G_RT,DEFF_L3G_RT,DEFF_L2G_RT,DEFF_LG_RT,PACE_L6G_RT,PACE_L5G_RT,PACE_L4G_RT,PACE_L3G_RT,PACE_L2G_RT,PACE_LG_RT,SCORE_DIFF,Outcome,Winning_Team,Cleveland_won,Dallas_won,Portland_won,LA Lakers_won,Atlanta_won,Orlando_won,Toronto_won,Boston_won,Miami_won,Memphis_won,Minnesota_won,Oklahoma City_won,San Antonio_won,Denver_won,Golden State_won,LA Clippers_won,Chicago_won,Charlotte_won,Philadelphia_won,Detroit_won,Indiana_won,Brooklyn_won,New Orleans_won,Utah_won,Phoenix_won,Washington_won,New York_won,Houston_won,Milwaukee_won,Sacramento_won,HT_Num_Wins_L10G,RT_Num_Wins_L10G,HT_Num_Wins_L9G,RT_Num_Wins_L9G,HT_Num_Wins_L8G,RT_Num_Wins_L8G,HT_Num_Wins_L7G,RT_Num_Wins_L7G,HT_Num_Wins_L6G,RT_Num_Wins_L6G,HT_Num_Wins_L5G,RT_Num_Wins_L5G,HT_Num_Wins_L4G,RT_Num_Wins_L4G,TOT_Final_Score,HT_AVG_PTdiff_L8G,RT_AVG_PTdiff_L8G,HT_AVG_PTdiff_L7G,RT_AVG_PTdiff_L7G,HT_AVG_PTdiff_L6G,RT_AVG_PTdiff_L6G,HT_AVG_PTdiff_L5G,RT_AVG_PTdiff_L5G,HT_AVG_PTdiff_L4G,RT_AVG_PTdiff_L4G,HT_AVG_PTdiff_L3G,RT_AVG_PTdiff_L3G,HT_AVG_PTdiff_L2G,RT_AVG_PTdiff_L2G,HT_AVG_PTdiff_LG,RT_AVG_PTdiff_LG,HT_within_5_outcome_cnt_L8G,RT_within_5_outcome_cnt_L8G,HT_win_6+_outcome_cnt_L8G,RT_win_6+_outcome_cnt_L8G,HT_lose_6+_outcome_cnt_L8G,RT_lose_6+_outcome_cnt_L8G,HT_within_5_outcome_cnt_L7G,RT_within_5_outcome_cnt_L7G,HT_win_6+_outcome_cnt_L7G,RT_win_6+_outcome_cnt_L7G,HT_lose_6+_outcome_cnt_L7G,RT_lose_6+_outcome_cnt_L7G,HT_within_5_outcome_cnt_L6G,RT_within_5_outcome_cnt_L6G,HT_win_6+_outcome_cnt_L6G,RT_win_6+_outcome_cnt_L6G,HT_lose_6+_outcome_cnt_L6G,RT_lose_6+_outcome_cnt_L6G,HT_within_5_outcome_cnt_L5G,RT_within_5_outcome_cnt_L5G,HT_win_6+_outcome_cnt_L5G,RT_win_6+_outcome_cnt_L5G,HT_lose_6+_outcome_cnt_L5G,RT_lose_6+_outcome_cnt_L5G,HT_within_5_outcome_cnt_L4G,RT_within_5_outcome_cnt_L4G,HT_win_6+_outcome_cnt_L4G,RT_win_6+_outcome_cnt_L4G,HT_lose_6+_outcome_cnt_L4G,RT_lose_6+_outcome_cnt_L4G,HT_within_5_outcome_cnt_L3G,RT_within_5_outcome_cnt_L3G,HT_win_6+_outcome_cnt_L3G,RT_win_6+_outcome_cnt_L3G,HT_lose_6+_outcome_cnt_L3G,RT_lose_6+_outcome_cnt_L3G
20900001,NBA 2009-2010 Regular Season,2009-10-27,Cleveland,H,28,17,20,24,,,,,,89,240,29,70,6,17,25,32,6,26,32,17,22,7,14,9,89,90.12407894736843,90.12407894736843,98.75274292897363,105.41023121632018,3+,LeBron James,Anderson Varejao,Shaquille O'Neal,Anthony Parker,Mo Williams,-4.5,187.5,-5.0,183.5,-200.0,0.78125,0.4142857142857143,0.35294117647058826,0.5292578496669839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston,R,21,30,21,23,,,,,,95,240,32,72,9,19,22,26,6,32,38,20,27,9,16,8,95,90.12407894736843,90.12407894736843,105.41023121632018,98.75274292897363,3+,Paul Pierce,Kevin Garnett,Kendrick Perkins,Ray Allen,Rajon Rondo,4.5,187.5,5.0,183.5,170.0,0.8461538461538461,0.4444444444444444,0.4736842105263158,0.5692713326941515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,-1,Boston,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20900002,NBA 2009-2010 Regular Season,2009-10-27,Dallas,H,21,29,24,17,,,,,,91,240,30,76,4,18,27,34,11,31,42,16,20,6,10,9,91,90.54333333333334,90.54333333333334,100.50436255200087,112.65324154180318,3+,Shawn Marion,Dirk Nowitzki,Erick Dampier,Quinton Ross,Jason Kidd,-8.5,205.0,-8.5,210.0,-400.0,0.7941176470588235,0.3947368421052632,0.2222222222222222,0.5002198768689533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,R,21,35,21,25,,,,,,102,240,39,84,4,13,20,24,9,37,46,19,29,6,10,4,102,90.54333333333334,90.54333333333334,112.65324154180318,100.50436255200087,3+,Caron Butler,Fabricio Oberto,Brendan Haywood,Mike Miller,Gilbert Arenas,8.5,205.0,8.5,210.0,320.0,0.8333333333333334,0.4642857142857143,0.3076923076923077,0.5393401015228426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11,-1,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20900003,NBA 2009-2010 Regular Season,2009-10-27,Portland,H,23,31,21,21,,,,,,96,240,33,77,10,21,20,22,12,39,51,23,27,9,26,12,96,96.56077551020408,96.56077551020408,99.41925123608307,90.09869643270031,3+,Martell Webster,LaMarcus Aldridge,Greg Oden,Brandon Roy,Steve Blake,-10.0,187.5,-9.0,188.0,-500.0,0.9090909090909092,0.42857142857142855,0.4761904761904762,0.5537609598523303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,R,23,18,15,31,,,,,,87,240,30,81,5,18,22,29,10,23,33,18,26,12,16,2,87,96.56077551020408,96.56077551020408,90.09869643270031,99.41925123608307,3+,Shane Battier,Luis Scola,Chuck Hayes,Trevor Ariza,Aaron Brooks,10.0,187.5,9.0,188.0,400.0,0.7586206896551724,0.3703703703703704,0.2777777777777778,0.4639505119453925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,Portland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20900004,NBA 2009-2010 Regular Season,2009-10-27,LA Lakers,H,32,27,17,23,,,,,,99,240,35,85,4,17,25,37,17,30,47,17,15,13,16,4,99,97.45981132075472,97.45981132075472,101.58033209624868,94.39788437227148,3+,Metta World Peace,Lamar Odom,Andrew Bynum,Kobe Bryant,Derek Fisher,-10.0,208.0,-12.0,202.0,-850.0,0.6756756756756757,0.4117647058823529,0.2352941176470588,0.4887440758293839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Clippers,R,22,27,26,17,,,,,,92,240,39,87,3,15,11,16,15,36,51,27,27,10,20,4,92,97.45981132075472,97.45981132075472,94.39788437227148,101.58033209624868,3+,Al Thornton,Marcus Camby,Chris Kaman,Eric Gordon,Baron Davis,10.0,208.0,12.0,202.0,625.0,0.6875,0.4482758620689655,0.2,0.4891535516801361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,LA Lakers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20900005,NBA 2009-2010 Regular Season,2009-10-28,Atlanta,H,29,37,29,25,,,,,,120,240,46,87,7,12,21,29,8,27,35,30,25,16,11,6,120,101.31463203463206,101.31463203463206,118.44291154211643,107.58564465075578,3+,Marvin Williams,Josh Smith,Al Horford,Joe Johnson,Mike Bibby,-6.5,210.0,-7.5,205.5,-360.0,0.7241379310344828,0.5287356321839081,0.5833333333333334,0.6014434643143545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,R,32,33,29,15,,,,,,109,240,39,73,10,18,21,25,6,34,40,23,26,1,25,4,109,101.31463203463206,101.31463203463206,107.58564465075578,118.44291154211643,3+,Danny Granger,Troy Murphy,Roy Hibbert,Brandon Rush,T.J. Ford,6.5,210.0,7.5,205.5,300.0,0.84,0.5342465753424658,0.5555555555555556,0.6488095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,Atlanta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20900006,NBA 2009-2010 Regular Season,2009-10-28,Orlando,H,29,41,30,20,,,,,,120,240,45,81,16,29,14,17,8,29,37,28,21,5,17,6,120,94.8568839427663,94.8568839427663,126.50636939792822,111.74729296816992,3+,Mickael Pietrus,Ryan Anderson,Dwight Howard,Vince Carter,Jameer Nelson,-8.5,196.0,-10.5,194.0,-620.0,0.8235294117647058,0.5555555555555556,0.5517241379310345,0.6781193490054249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,R,27,20,22,37,,,,,,106,240,39,78,7,18,21,30,8,26,34,19,21,9,13,6,106,94.8568839427663,94.8568839427663,111.74729296816992,126.50636939792822,3+,Thaddeus Young,Elton Brand,Samuel Dalembert,Andre Iguodala,Lou Williams,8.5,196.0,10.5,194.0,460.0,0.7,0.5,0.3888888888888889,0.581140350877193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,Orlando,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20900007,NBA 2009-2010 Regular Season,2009-10-28,Toronto,H,27,30,21,23,,,,,,101,240,34,75,5,16,28,37,7,41,48,23,30,4,13,6,101,97.27418604651164,97.27418604651164,103.830218586159,93.54999892416305,3+,Hedo Turkoglu,Chris Bosh,Andrea Bargnani,DeMar DeRozan,Jose Calderon,5.5,192.0,7.5,194.0,260.0,0.7567567567567568,0.4533333333333333,0.3125,0.5532427695004382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cleveland,R,22,17,32,20,,,,,,91,240,29,83,9,22,24,37,13,36,49,19,27,4,15,2,91,97.27418604651164,97.27418604651164,93.54999892416305,103.830218586159,B2B,LeBron James,Anderson Varejao,Shaquille O'Neal,Anthony Parker,Mo Williams,-5.5,192.0,-7.5,194.0,-320.0,0.6486486486486487,0.3493975903614458,0.4090909090909091,0.4582997582594682,,,,,,89.0,,,,,,17.0,,,,,,32.0,,,,,,7.0,,,,,,9.0,,,,,,0.4142857142857143,,,,,,0.5292578496669839,,,,,,0.35294117647058826,,,,,,0.78125,,,,,,98.75274292897363,,,,,,105.41023121632018,,,,,,90.12407894736843,10,1,Toronto,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20900008,NBA 2009-2010 Regular Season,2009-10-28,Boston,H,22,20,25,25,,,,,,92,240,33,76,11,29,15,19,10,34,44,28,22,10,14,8,92,87.86449404761903,87.86449404761903,104.70668612754964,67.148853060059,B2B,Paul Pierce,Kevin Garnett,Kendrick Perkins,Ray Allen,Rajon Rondo,-10.5,185.0,-10.0,183.0,-650.0,0.7894736842105263,0.4342105263157895,0.3793103448275862,0.5452821242294926,,,,,,95.0,,,,,,20.0,,,,,,38.0,,,,,,9.0,,,,,,8.0,,,,,,0.4444444444444444,,,,,,0.5692713326941515,,,,,,0.4736842105263158,,,,,,0.8461538461538461,,,,,,105.41023121632018,,,,,,98.75274292897363,,,,,,90.12407894736843,Charlotte,R,13,18,10,18,,,,,,59,240,23,74,0,10,13,25,14,32,46,10,23,6,21,4,59,87.86449404761903,87.86449404761903,67.148853060059,104.70668612754964,3+,Gerald Wallace,Boris Diaw,Tyson Chandler,Stephen Graham,Raymond Felton,10.5,185.0,10.0,183.0,475.0,0.52,0.3108108108108108,0.0,0.3470588235294117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,Boston,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20900009,NBA 2009-2010 Regular Season,2009-10-28,Miami,H,27,29,34,25,,,,,,115,240,47,83,7,15,14,17,7,36,43,21,20,6,16,3,115,95.91220588235296,95.91220588235296,119.90131906783623,96.96367542007627,3+,Quentin Richardson,Michael Beasley,Jermaine O'Neal,Dwyane Wade,Mario Chalmers,-6.0,210.0,-5.0,206.5,-200.0,0.8235294117647058,0.5662650602409639,0.4666666666666667,0.6354995579133511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,R,23,24,15,31,,,,,,93,240,33,87,10,39,17,21,12,27,39,19,17,8,13,3,93,95.91220588235296,95.91220588235296,96.96367542007627,119.90131906783623,3+,Al Harrington,Jared Jeffries,David Lee,Wilson Chandler,Chris Duhon,6.0,210.0,5.0,206.5,170.0,0.8095238095238095,0.3793103448275862,0.2564102564102564,0.4831670822942644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,Miami,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20900010,NBA 2009-2010 Regular Season,2009-10-28,Memphis,H,20,21,16,17,,,,,,74,240,26,72,2,12,20,31,17,32,49,10,26,3,16,3,74,82.94666666666667,82.94666666666667,89.21395274071692,115.73701977174088,3+,Rudy Gay,Zach Randolph,Marc Gasol,O.J. Mayo,Mike Conley,2.0,186.0,2.0,191.5,105.0,0.6451612903225806,0.3611111111111111,0.16666666666666666,0.43204110228865017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detroit,R,24,29,18,25,,,,,,96,240,37,72,6,16,16,29,10,29,39,20,27,5,9,4,96,82.94666666666667,82.94666666666667,115.73701977174088,89.21395274071692,3+,Tayshaun Prince,Charlie Villanueva,Ben Wallace,Richard Hamilton,Rodney Stuckey,-2.0,186.0,-2.0,191.5,-125.0,0.5517241379310345,0.5138888888888888,0.375,0.5663048607833884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22,-1,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
