GAME-ID,DATASET,DATE,TEAM,VENUE,1Q,2Q,3Q,4Q,OT1,OT2,OT3,OT4,OT5,Final_Score,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,Total_TO,BL,PTS,POSS,PACE,OEFF,DEFF,Num_Rest_Days,SF,SF2,C,SG2,SG1,OPENING SPREAD,OPENING TOTAL,CLOSING SPREAD,CLOSING TOTAL,MONEYLINE,FT_PCT,FG_PCT,3P_PCT,TS_PCT,PPG_AVG_L6G,PPG_AVG_L5G,PPG_AVG_L4G,PPG_AVG_L3G,PPG_AVG_L2G,PPG_LG,APG_AVG_L6G,APG_AVG_L5G,APG_AVG_L4G,APG_AVG_L3G,APG_AVG_L2G,APG_LG,TOT_AVG_L6G,TOT_AVG_L5G,TOT_AVG_L4G,TOT_AVG_L3G,TOT_AVG_L2G,TOT_LG,ST_AVG_L6G,ST_AVG_L5G,ST_AVG_L4G,ST_AVG_L3G,ST_AVG_L2G,ST_LG,BL_AVG_L6G,BL_AVG_L5G,BL_AVG_L4G,BL_AVG_L3G,BL_AVG_L2G,BL_LG,FG_PCT_L6G,FG_PCT_L5G,FG_PCT_L4G,FG_PCT_L3G,FG_PCT_L2G,FG_PCT_LG,TS_PCT_L6G,TS_PCT_L5G,TS_PCT_L4G,TS_PCT_L3G,TS_PCT_L2G,TS_PCT_LG,3PT_PCT_L6G,3PT_PCT_L5G,3PT_PCT_L4G,3PT_PCT_L3G,3PT_PCT_L2G,3PT_PCT_LG,FT_PCT_L6G,FT_PCT_L5G,FT_PCT_L4G,FT_PCT_L3G,FT_PCT_L2G,FT_PCT_LG,OEFF_L6G,OEFF_L5G,OEFF_L4G,OEFF_L3G,OEFF_L2G,OEFF_LG,DEFF_L6G,DEFF_L5G,DEFF_L4G,DEFF_L3G,DEFF_L2G,DEFF_LG,PACE_L6G,PACE_L5G,PACE_L4G,PACE_L3G,PACE_L2G,PACE_LG
21500001,NBA 2015-2016 Regular Season,2015-10-27,Detroit,R,25,23,34,24,,,,,,106,240,37,96,12,29,20,26,23,36,59,23,15,5,15,3,106,95.31661752491695,95.31661752491695,111.20831052601115,98.61869046646271,3+,Marcus Morris,Ersan Ilyasova,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,7.0,197.5,7.0,196.5,255,0.7692307692307693,0.3854166666666667,0.41379310344827586,0.4932985852568876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21500001,NBA 2015-2016 Regular Season,2015-10-27,Atlanta,H,25,18,23,28,,,,,,94,240,37,82,8,27,12,15,7,33,40,22,25,9,15,4,94,95.31661752491695,95.31661752491695,98.61869046646271,111.20831052601115,3+,Kent Bazemore,Paul Millsap,Al Horford,Kyle Korver,Jeff Teague,-7.0,197.5,-7.0,196.5,-320,0.8,0.45121951219512196,0.2962962962962963,0.5304740406320542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21500002,NBA 2015-2016 Regular Season,2015-10-27,Cleveland,R,17,23,28,27,,,,,,95,240,38,94,9,29,10,17,11,39,50,26,21,5,11,7,95,99.96738704177322,99.96738704177322,95.03099241785974,97.03164488981467,3+,LeBron James,Kevin Love,Timofey Mozgov,JR Smith,Mo Williams,2.0,197.5,4.0,198.5,160,0.5882352941176471,0.40425531914893614,0.3103448275862069,0.46807252660622783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21500002,NBA 2015-2016 Regular Season,2015-10-27,Chicago,H,26,20,25,26,,,,,,97,240,37,87,7,19,16,23,7,40,47,13,22,6,13,10,97,99.96738704177322,99.96738704177322,97.03164488981467,95.03099241785974,3+,Tony Snell,Nikola Mirotic,Pau Gasol,Jimmy Butler,Derrick Rose,-2.0,197.5,-4.0,198.5,-180,0.6956521739130435,0.42528735632183906,0.3684210526315789,0.4993822075782537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21500003,NBA 2015-2016 Regular Season,2015-10-27,New Orleans,R,35,14,26,20,,,,,,95,240,35,83,6,18,19,27,8,25,33,21,26,9,19,3,95,100.5891734074823,100.5891734074823,94.44356363796648,110.3498480401503,3+,Dante Cunningham,Anthony Davis,Kendrick Perkins,Eric Gordon,Nate Robinson,9.5,214.5,10.5,215.0,510,0.7037037037037037,0.42168674698795183,0.3333333333333333,0.5006323777403036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21500003,NBA 2015-2016 Regular Season,2015-10-27,Golden State,H,39,20,35,17,,,,,,111,240,41,96,9,30,20,22,21,35,56,29,29,8,20,7,111,100.5891734074823,100.5891734074823,110.3498480401503,94.44356363796648,3+,Harrison Barnes,Draymond Green,Andrew Bogut,Klay Thompson,Stephen Curry,-9.5,214.5,-10.5,215.0,-710,0.9090909090909091,0.4270833333333333,0.3,0.5251703255109765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21500004,NBA 2015-2016 Regular Season,2015-10-28,Washington,R,31,22,12,23,,,,,,88,240,33,84,7,28,15,25,15,34,49,17,14,8,18,9,88,97.58583333333334,97.58583333333334,90.17702364585023,89.15228474078374,3+,Otto Porter Jr.,Kris Humphries,Marcin Gortat,Bradley Beal,John Wall,-3.5,204.5,-4.0,202.5,-180,0.6,0.39285714285714285,0.25,0.4631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21500004,NBA 2015-2016 Regular Season,2015-10-28,Orlando,H,29,22,16,20,,,,,,87,240,37,100,5,26,8,12,17,39,56,20,22,9,16,6,87,97.58583333333334,97.58583333333334,89.15228474078374,90.17702364585023,3+,Evan Fournier,Tobias Harris,Nikola Vucevic,Victor Oladipo,Elfrid Payton,3.5,204.5,4.0,202.5,160,0.6666666666666666,0.37,0.19230769230769232,0.4131838905775076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21500005,NBA 2015-2016 Regular Season,2015-10-28,Philadelphia,R,26,14,27,28,,,,,,95,240,34,83,7,22,20,23,14,32,46,12,22,11,24,6,95,100.48469841269842,100.48469841269842,94.54175760156801,111.45975633026966,3+,Hollis Thompson,Nerlens Noel,Jahlil Okafor,JaKarr Sampson,Isaiah Canaan,11.0,198.0,12.5,198.0,800,0.8695652173913043,0.40963855421686746,0.3181818181818182,0.510094501718213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21500005,NBA 2015-2016 Regular Season,2015-10-28,Boston,H,21,30,28,33,,,,,,112,240,39,85,8,24,26,27,10,31,41,31,23,10,17,7,112,100.48469841269842,100.48469841269842,111.45975633026966,94.54175760156801,3+,Jae Crowder,David Lee,Tyler Zeller,Avery Bradley,Marcus Smart,-11.0,198.0,-12.5,198.0,-1300,0.9629629629629629,0.4588235294117647,0.3333333333333333,0.5780346820809249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
