GAME-ID,DATASET,DATE,TEAM,VENUE,1Q,2Q,3Q,4Q,OT1,OT2,OT3,OT4,OT5,Final_Score,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,Total_TO,BL,PTS,POSS,PACE,OEFF,DEFF,Num_Rest_Days,SF,SF2,C,SG2,SG1,OPENING SPREAD,OPENING TOTAL,CLOSING SPREAD,CLOSING TOTAL,MONEYLINE,FT_PCT,FG_PCT,3P_PCT,TS_PCT,PPG_AVG_L6G,PPG_AVG_L5G,PPG_AVG_L4G,PPG_AVG_L3G,PPG_AVG_L2G,PPG_LG,APG_AVG_L6G,APG_AVG_L5G,APG_AVG_L4G,APG_AVG_L3G,APG_AVG_L2G,APG_LG,TOT_AVG_L6G,TOT_AVG_L5G,TOT_AVG_L4G,TOT_AVG_L3G,TOT_AVG_L2G,TOT_LG,ST_AVG_L6G,ST_AVG_L5G,ST_AVG_L4G,ST_AVG_L3G,ST_AVG_L2G,ST_LG,BL_AVG_L6G,BL_AVG_L5G,BL_AVG_L4G,BL_AVG_L3G,BL_AVG_L2G,BL_LG,FG_PCT_L6G,FG_PCT_L5G,FG_PCT_L4G,FG_PCT_L3G,FG_PCT_L2G,FG_PCT_LG,TS_PCT_L6G,TS_PCT_L5G,TS_PCT_L4G,TS_PCT_L3G,TS_PCT_L2G,TS_PCT_LG,3PT_PCT_L6G,3PT_PCT_L5G,3PT_PCT_L4G,3PT_PCT_L3G,3PT_PCT_L2G,3PT_PCT_LG,FT_PCT_L6G,FT_PCT_L5G,FT_PCT_L4G,FT_PCT_L3G,FT_PCT_L2G,FT_PCT_LG,OEFF_L6G,OEFF_L5G,OEFF_L4G,OEFF_L3G,OEFF_L2G,OEFF_LG,DEFF_L6G,DEFF_L5G,DEFF_L4G,DEFF_L3G,DEFF_L2G,DEFF_LG,PACE_L6G,PACE_L5G,PACE_L4G,PACE_L3G,PACE_L2G,PACE_LG
21400001,NBA 2014-2015 Regular Season,2014-10-28,Orlando,R,25,16,23,20,,,,,,84,240,32,84,4,11,16,21,16,40,56,17,25,5,18,9,84,95.19454545454546,95.19454545454546,88.24034990545677,106.09851595775159,3+,Tobias Harris,Kyle O'Quinn,Nikola Vucevic,Evan Fournier,Elfrid Payton,9.5,196.0,9.0,191.0,380,0.7619047619047619,0.38095238095238093,0.36363636363636365,0.45045045045045046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21400001,NBA 2014-2015 Regular Season,2014-10-28,New Orleans,H,24,24,30,23,,,,,,101,240,41,101,4,17,15,31,26,36,62,20,17,10,9,17,101,95.19454545454546,95.19454545454546,106.09851595775159,88.24034990545677,3+,Tyreke Evans,Anthony Davis,Omer Asik,Eric Gordon,Jrue Holiday,-9.5,196.0,-9.0,191.0,-475,0.4838709677419355,0.40594059405940597,0.23529411764705882,0.44050942079553385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21400002,NBA 2014-2015 Regular Season,2014-10-28,Dallas,R,24,29,20,27,,,,,,100,240,38,78,8,21,16,19,9,24,33,17,20,9,10,3,100,86.61657894736842,86.61657894736842,115.45133877980088,116.60585216759888,3+,Chandler Parsons,Dirk Nowitzki,Tyson Chandler,Monta Ellis,Jameer Nelson,6.0,206.5,3.5,203.5,140,0.8421052631578947,0.48717948717948717,0.38095238095238093,0.5789717461787864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21400002,NBA 2014-2015 Regular Season,2014-10-28,San Antonio,H,26,19,31,25,,,,,,101,240,37,70,14,28,13,16,9,29,38,23,20,5,21,3,101,86.61657894736842,86.61657894736842,116.60585216759888,115.45133877980088,3+,Marco Belinelli,Tim Duncan,Matt Bonner,Danny Green,Tony Parker,-6.0,206.5,-3.5,203.5,-165,0.8125,0.5285714285714286,0.5,0.655503634475597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21400003,NBA 2014-2015 Regular Season,2014-10-28,Houston,R,31,31,23,23,,,,,,108,240,31,73,12,29,34,50,14,33,47,22,30,7,14,3,108,92.41259615384615,92.41259615384615,116.86718531335742,97.38932109446452,3+,Trevor Ariza,Terrence Jones,Dwight Howard,James Harden,Patrick Beverley,-6.5,209.0,-7.0,207.0,-300,0.68,0.4246575342465753,0.41379310344827586,0.5684210526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21400003,NBA 2014-2015 Regular Season,2014-10-28,LA Lakers,H,19,26,24,21,,,,,,90,240,28,79,3,10,31,39,11,25,36,16,32,7,13,3,90,92.41259615384615,92.41259615384615,97.38932109446452,116.86718531335742,3+,Wesley Johnson,Carlos Boozer,Jordan Hill,Kobe Bryant,Jeremy Lin,6.5,209.0,7.0,207.0,250,0.7948717948717948,0.35443037974683544,0.3,0.46797004991680535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21400004,NBA 2014-2015 Regular Season,2014-10-29,Milwaukee,R,24,33,26,17,6.0,,,,,106,265,39,80,7,14,21,24,3,32,35,25,25,9,15,10,106,103.12360862262038,93.39496629973166,102.78926563548193,104.72868574181176,3+,Khris Middleton,Jabari Parker,Larry Sanders,Jared Dudley,Brandon Knight,9.0,192.0,8.0,193.0,315,0.875,0.4875,0.5,0.5852473498233215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21400004,NBA 2014-2015 Regular Season,2014-10-29,Charlotte,H,25,21,22,32,8.0,,,,,108,265,41,101,6,21,20,29,15,35,50,27,20,8,13,9,108,103.12360862262038,93.39496629973166,104.72868574181176,102.78926563548193,3+,Michael Kidd-Gilchrist,Marvin Williams,Al Jefferson,Lance Stephenson,Kemba Walker,-9.0,192.0,-8.0,193.0,-390,0.6896551724137931,0.40594059405940597,0.2857142857142857,0.47468354430379744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21400005,NBA 2014-2015 Regular Season,2014-10-29,Philadelphia,R,24,27,22,18,,,,,,91,240,34,89,6,21,17,30,15,27,42,17,29,10,11,5,91,94.59022238163557,94.59022238163557,96.20444662118418,108.89074727452714,3+,Chris Johnson,Nerlens Noel,Henry Sims,Hollis Thompson,Tony Wroten,8.5,194.0,7.5,189.5,290,0.5666666666666667,0.38202247191011235,0.2857142857142857,0.4452054794520548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21400005,NBA 2014-2015 Regular Season,2014-10-29,Indiana,H,26,22,30,25,,,,,,103,240,38,81,8,25,19,28,14,36,50,22,24,5,18,13,103,94.59022238163557,94.59022238163557,108.89074727452714,96.20444662118418,3+,Solomon Hill,Luis Scola,Roy Hibbert,CJ Miles,Donald Sloan,-8.5,194.0,-7.5,189.5,-350,0.6785714285714286,0.4691358024691358,0.32,0.5518645520788684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21400006,NBA 2014-2015 Regular Season,2014-10-29,Brooklyn,R,23,18,31,33,,,,,,105,240,39,80,7,19,20,26,9,30,39,20,21,6,21,7,105,100.34457142857143,100.34457142857143,104.63944237854706,120.58450026480186,3+,Joe Johnson,Kevin Garnett,Mason Plumlee,Bojan Bogdanovic,Deron Williams,-1.5,191.0,0.0,194.0,-105,0.7692307692307693,0.4875,0.3684210526315789,0.5741469816272966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21400006,NBA 2014-2015 Regular Season,2014-10-29,Boston,H,32,35,34,20,,,,,,121,240,49,88,8,22,15,23,9,26,35,28,25,11,13,5,121,100.34457142857143,100.34457142857143,120.58450026480186,104.63944237854706,3+,Jeff Green,Jared Sullinger,Kelly Olynyk,Avery Bradley,Rajon Rondo,1.5,191.0,0.0,194.0,-115,0.6521739130434783,0.5568181818181818,0.36363636363636365,0.6165919282511211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
